1,ミュゼプラチナム,渋谷アネックス店,東京都渋谷区渋谷1丁目12-7 CR-VITEビル4F,,11:00,21:00,,,なし,,,JR線,渋谷,,,,,関東,東京都,渋谷区,東急線・地下鉄各線 渋谷駅(11番出口)から徒歩2分<br>JR各線 渋谷駅(宮益坂出口)から徒歩3分<br>＊渋谷郵便局 隣り
1,ミュゼプラチナム,渋谷店,東京都渋谷区渋谷1丁目14-14 TK渋谷東口ビル5F,,11:00,21:00,,,なし,,,JR線,渋谷,,,,,関東,東京都,渋谷区,東急線・地下鉄各線「渋谷駅」11番出口徒歩1分<br>JR各線「渋谷駅」の宮益坂出口徒歩3分
1,ミュゼプラチナム,恵比寿店,東京都渋谷区恵比寿1丁目12-1 CRD Ebisu 1stビル6F,,11:00,21:00,,,なし,,,JR線,恵比寿,日比谷線,恵比寿,,,関東,東京都,渋谷区,JR各線「恵比寿駅」東口　徒歩3分<br>東京メトロ日比谷線「恵比寿駅」1番出口 徒歩5分<br>※1階にびっくり寿司があるビルです。
1,ミュゼプラチナム,目黒店,東京都品川区上大崎2丁目16-5 目黒ステーションサイドビル7F,,10:00,20:00,,,なし,,,JR線,目黒,目黒線,目黒,南北線,目黒,関東,東京都,品川区,JR山手線 目黒駅(東口)から徒歩1?2分<br>東急目黒線・東京メトロ南北線・都営地下鉄三田線 目黒駅から徒歩3分
1,ミュゼプラチナム,五反田店,東京都品川区東五反田5丁目27-5 5セントラルビル6F,,10:00,20:00,,,なし,,,JR線,五反田,,,,,関東,東京都,品川区,JR山手線 「五反田駅」東口　徒歩1分<br>都営地下鉄浅草線 「五反田駅」A4出口　徒歩1分<br>東急池上線 「五反田駅」　徒歩3分<br>※「富士そば」の右隣のビルです。
1,ミュゼプラチナム,アトレ大森店,東京都大田区大森北1丁目6-16 アトレ大森2 6F,,10:00,20:00,,,休館日と同じ,,,JR京浜東北線,大森,,,,,関東,東京都,大田区,JR京浜東北線「大森駅」東口　徒歩3分
1,ミュゼプラチナム,グランデュオ蒲田店,東京都大田区西蒲田7丁目68-1 グランデュオ蒲田西館9F,,10:00,20:00,,,休館日と同じ,,,JR京浜東北線,蒲田,,,,,関東,東京都,大田区,JR京浜東北線 蒲田駅(西口)直結
1,ミュゼプラチナム,自由が丘南口店,東京都世田谷区奥沢5丁目26-12 自由が丘MERIX4F,,10:00,20:00,,,なし,,,東急東横線,自由が丘,,,,,関東,東京都,世田谷区,東急東横線・大井町線 自由が丘駅(南口)から徒歩2分
1,ミュゼプラチナム,吉祥寺店,東京都武蔵野市吉祥寺本町1丁目13-11 メアリヒト吉祥寺ビル6F,,10:00,20:00,,,なし,,,JR線,吉祥寺,,,,,関東,東京都,武蔵野市,各線 吉祥寺駅(北口)から徒歩3分<br>※「吉祥寺店」と「吉祥寺“北口”店」の2つの店舗がございます。<br>名前がよく似ていますので、ご来店の際はお間違えのないようお気をつけてお越しくださいませ。
1,ミュゼプラチナム,吉祥寺北口店,東京都武蔵野市吉祥寺本町1丁目1-12 第2小野山ビル6F,,10:00,20:00,,,なし,,,JR線,吉祥寺,,,,,関東,東京都,武蔵野市,各線 吉祥寺駅(北口)から徒歩2分<br>※吉祥寺店と吉祥寺“北口”店の2つの店舗がございます。<br>名前がよく似ていますので、ご来店の際はお間違えのないようお気をつけてお越しくださいませ。
1,ミュゼプラチナム,立川南口店,東京都立川市柴崎町3丁目7-24 MYビル4F,,10:00,20:00,,,なし,,,JR線,立川,,,,,関東,東京都,立川市,JR各線「立川駅」南口 徒歩3分<br>多摩都市モノレール線「立川南駅」出入口1 徒歩2分
1,ミュゼプラチナム,立川北口店,東京都立川市曙町2丁目6-10 ナカムラビル5F,,10:00,20:00,,,なし,,,JR線,立川,,,,,関東,東京都,立川市,JR各線 立川駅(北口)から徒歩2分
1,ミュゼプラチナム,八王子東急スクエア店,東京都八王子市旭町9-1 東急スクエア10F,,10:00,20:00,,,休館日と同じ,,,JR線,八王子,,,,,関東,東京都,八王子市,JR各線「八王子駅」北口　徒歩3分
1,ミュゼプラチナム,クロスガーデン多摩店,東京都多摩市落合2丁目33 クロスガーデン多摩3F,,10:00,20:00,,,なし,,,小田急線,多摩センター,京王線,多摩センター,,,関東,東京都,多摩市,京王線・小田急線「多摩センター駅」中央口 徒歩15分<br>多摩都市モノレール「多摩センター駅」出入口4　徒歩12分
1,ミュゼプラチナム,町田109店,東京都町田市原町田6-8-1 109町田4F,,10:30,20:30,,,元旦,,,JR横浜線,町田,小田急線,町田,,,関東,東京都,町田市,JR横浜線「町田駅」北口　徒歩1分<br>小田急線「町田駅」西口　徒歩3分
1,ミュゼプラチナム,グラン町田レガロ店,東京都町田市原町田4丁目5-8 いちご町田イーストビル3F,,10:00,20:00,,,なし,,,JR横浜線,町田,小田急線,町田,,,関東,東京都,町田市,小田急線 町田駅(東口出口)から徒歩７分<br>JR横浜線 町田駅(中央改札出口)から徒歩5分
1,ミュゼプラチナム,町田東急ツインズ店,東京都町田市原町田6丁目4-1 町田東急ツインズウエスト7F,,10:00,21:00,,,なし,,,JR横浜線,町田,小田急線,町田,,,関東,東京都,町田市,JR横浜線「町田駅」北口から徒歩3分<br>小田急線「町田駅」西口から徒歩4分
