4,シースリー,北千住西口店,東京都足立区千住3-1 藤田ビル2F,03-5284-2012,12:00,21:00,,,毎週水曜日・第2火曜日,,,JR線,北千住,,,,,関東,東京都,足立区,JR北千住駅から徒歩5分
4,シースリー,錦糸町店,東京都墨田区江東橋4-10-2 コリンズ16ビル7F,03-5625-3307,12:00,21:00,,,毎週水曜日・第2火曜日,,,JR線,錦糸町,,,,,関東,東京都,墨田区,ＪＲ錦糸町駅徒歩5分
4,シースリー,PR成増店,東京都板橋区成増1-13-15 BMRビル2F,03-5968-5681,12:00,21:00,,,毎週水曜日・第2火曜日,,,東武東上線,成増,,,,,関東,東京都,板橋区,東武東上線成増駅南口から徒歩3分
4,シースリー,PR葛西店,東京都江戸川区中葛西3-37-3 志美津ビル6Ｆ,03-5667-5102,12:00,21:00,,,毎週水曜日・第2火曜日,,,JR線,葛西,,,,,関東,東京都,江戸川区,JR葛西駅中央口から徒歩2分
